Category	ID	Term	Genes	adj_pval
BP	GO:0007346	regulation of mitotic cell cycle	ANAPC7,ANLN,ASAH2,BUB1,CCND1,CDC20,CDK1,CENPE,CENPF,CLSPN,DLGAP5,E2F8,HMMR,HSP90AA1,KIF14,KIF20B,KNTC1,MAPRE1,MKI67,PBX1,PCNA,PSMB8,PSMB9,PSME2,SMOC2,UBD	3.66E-03
BP	GO:0005996	monosaccharide metabolic process	ALDOB,ENO1,FBP1,G6PC,IRS2,OAS1,PCK1,PDK4,PFKFB4,PPARGC1A,SORD,UGT2A3,UGT2B7	3.89E-03
BP	GO:1901987	regulation of cell cycle phase transition	ANAPC7,ANLN,CCND1,CDC20,CDK1,CENPE,CENPF,CLSPN,DLGAP5,E2F8,HMMR,HSP90AA1,KIF14,KNTC1,MAPRE1,PBX1,PCNA,PSMB8,PSMB9,PSME2,UBD	3.89E-03
BP	GO:0070741	response to interleukin-6	ABCC2,IL6R,JAK2,PCK1,PPARGC1A,STAT1	3.91E-03
BP	GO:0071702	organic substance transport	ABCC2,ACE,ACOX1,AGR2,APOA1,APOA4,APOB,APOC3,APOL6,AQP10,CD24,CD36,CD3G,CENPF,G6PC,GBP5,GRAMD1B,HACL1,HSP90AA1,HSP90B1,HSPA5,ISG15,KPNA2,NDC1,NOS2,PARK2,PDIA4,PDZK1,PLEK,PLIN2,PRKAB2,PRKCB,RAN,SFXN3,SLC13A2,SLC15A1,SLC19A1,SLC19A3,SLC28A1,SLC28A2,SLC2A12,SLC2A2,SLC38A1,SLC46A1,SLC4A7,SLC5A1,SLC5A11,SLC5A12,SLC5A9,SLC6A4,SLC7A6,STARD4,TAP1,TAP2,TOMM40,TRAM2,XBP1	4.01E-03
CC	GO:0034363	intermediate-density lipoprotein particle	APOA1,APOB,APOC3	4.14E-03
BP	GO:0048523	negative regulation of cellular process	ABHD6,ACE,AGR2,ANGPTL4,APOA1,APOA4,APOC3,ASAH2,ASPM,BANK1,BICD1,BIRC3,BST2,BUB1,CAMK2N1,CARD16,CCL5,CCND1,CD36,CDC20,CDK1,CENPF,CIITA,CLSPN,DCC,DEPDC1,DERL3,DNAJA1,DNAJC10,DUSP6,E2F8,EAF2,EIF4EBP2,ENO1,ENPP3,ETV7,FAM134B,FAM3D,FAM46C,FBP1,FOXM1,GBP1,GCLM,GPX4,GRB10,HIST1H1B,HMGB2,HSP90B1,HSPA5,IDH2,IFI27,IFITM1,IGFBP2,IRF1,IRS2,ISG15,ITM2C,JAK2,KIF14,KIF20B,KNTC1,LGALS9,LPL,MAF,MAOB,MAPRE1,MLXIPL,MXI1,NELFE,NLGN4X,NLRC5,NRG1,NRG3,OGG1,PARK2,PARP14,PARP9,PBX1,PCNA,PDK4,PHLPP2,PIM2,PLEK,POLQ,PPARGC1A,PRDM1,PRKAB2,PRKCB,PRKD1,PSMB8,PSMB9,PSME2,PTPN1,PYCARD,RARRES3,RSAD2,S100A11,SARM1,SHMT1,SLC39A10,SLC6A4,SPINK4,STAT1,TFF1,TM4SF20,TNIP3,TOP2A,TXNDC5,UHRF1,VNN1,WARS,XBP1	4.19E-03
BP	GO:0006006	glucose metabolic process	ALDOB,ENO1,FBP1,G6PC,IRS2,OAS1,PCK1,PDK4,PPARGC1A,SORD	4.24E-03
MF	GO:0016491	oxidoreductase activity	ACADM,ACOX1,ADH4,ADI1,AGMO,AKR7L,AOC1,CYBA,CYP2C9,CYP3A4,CYP3A5,CYP4F3,DNAJC10,EGLN3,GPX4,HSD17B11,IDH2,IFI30,IYD,LDHB,MAOB,MARC2,NOS2,PDIA3,PDIA4,PDIA6,PLOD2,PTGR1,SORD	4.26E-03
BP	GO:0065008	regulation of biological quality	ABCC2,ABHD6,ACE,ADH4,AGR2,ANGPTL4,APOA1,APOA4,APOB,APOC3,ASPM,C1orf186,CCL5,CCND1,CCT2,CD24,CD36,CDC20,CDHR5,CYBA,CYP3A4,DCC,DNAJC10,EIF4EBP2,F11,FAM3D,FAM46C,G6PC,GATM,GCLM,GCNT4,GRAMD1B,GRB10,HIST1H1B,HMGB2,HRH2,HSD17B11,HSP90AA1,HSP90B1,HSPA5,IGHA1,IGHG3,IGKC,IRF1,IRS2,ISG15,IYD,JAK2,LGALS9,LPL,MAOB,MLXIPL,MME,MUC2,MXI1,NELL2,NLGN4X,NOS2,OAS1,OXCT1,PARK2,PCK1,PCNA,PDIA3,PDIA4,PDIA6,PDK4,PEX11A,PIM2,PLEK,PLIN2,PPARGC1A,PRKAB2,PRKCB,PRKD1,PSMB8,PSMB9,PSME2,PTH2R,PYCARD,RAB17,SCTR,SHMT1,SLC25A28,SLC2A2,SLC38A1,SLC46A1,SLC6A4,SLC9A7,STARD4,STAT1,SULT1B1,TNFRSF17,TSPAN1,TXNDC5,UGT2B7,XBP1	4.40E-03
MF	GO:0042887	amide transmembrane transporter activity	SLC15A1,SLC19A1,SLC46A1,TAP1,TAP2,TOMM40	4.47E-03
MF	GO:0008144	drug binding	ABCA10,ABCC2,ACE,ACSF2,ADH4,AK1,AOC1,ATP8B2,BUB1,CCT2,CDK1,CENPE,CERK,CIITA,CMPK2,CYP2C9,CYP3A4,CYP3A5,DDX60,DNAJA1,FBP1,HMGB2,HSP90AA1,HSP90B1,HSPH1,ITM2C,JAK2,KIF12,KIF14,KIF20B,KIF23,KIF4A,MARC2,MCM4,MCM5,MKI67,NLRC5,NOS2,OAS1,OAS3,PDK4,PFKFB4,PIM2,POLQ,PRKCB,PRKD1,PRKG2,SHMT1,SLC46A1,SLC6A4,TAP1,TAP2,TOP2A,TRPM6,WARS	4.47E-03
BP	GO:0048584	positive regulation of response to stimulus	AGR2,APOA1,APOB,ARHGAP8,ASPM,BANK1,BIRC3,BST2,CARD16,CASP1,CCL5,CD24,CD36,CD3G,CDK1,CYBA,DDX60,DUSP6,FOXM1,GBP5,GRB10,HLA-E,HSP90AA1,HSP90B1,IGHG1,IGHG3,IGHG4,IGKC,IGLC1,IGLC2,IGLC3,IGLC7,IL6R,IRS2,ITM2C,JAK2,LGALS9,LPL,MUC2,NELFE,NLRC5,NRG1,OXCT1,PARK2,PARP14,PARP9,PCNA,PDIA3,PIM2,PLA2R1,PLEK,PRKCB,PRKD1,PSMB8,PSMB9,PSME2,PTPN1,PYCARD,RSAD2,SARM1,SCTR,SLA,SMOC2,TNIP3,UBD,XBP1	4.52E-03
BP	GO:0008202	steroid metabolic process	ACAT1,APOA1,APOA4,APOB,CYP2C9,CYP3A4,CYP3A5,G6PC,HMGCS2,HSD17B11,PBX1,PPARGC1A,SULT1B1,SULT2A1,UGT2B7	4.53E-03
BP	GO:0043122	regulation of I-kappaB kinase/NF-kappaB signaling	BIRC3,BST2,CARD16,CASP1,CD36,LGALS9,PARK2,PIM2,PRKCB,PRKD1,PYCARD,STAT1,TNIP3,UBD	4.68E-03
BP	GO:0035634	response to stilbenoid	APOA4,CD36,PPARGC1A	4.68E-03
BP	GO:0045345	positive regulation of MHC class I biosynthetic process	CIITA,HSPH1,NLRC5	4.68E-03
BP	GO:0071332	cellular response to fructose stimulus	PCK1,PPARGC1A,XBP1	4.68E-03
CC	GO:0042627	chylomicron	APOA4,APOB,APOC3,LPL	4.69E-03
MF	GO:0097367	carbohydrate derivative binding	ABCA10,ABCC2,ACOT7,ACSF2,AK1,AOC1,APOB,ATP8B2,BUB1,CCT2,CDK1,CENPE,CERK,CIITA,CMPK2,COL25A1,DDX60,DNAJA1,F11,FBP1,GBP1,GBP2,GBP4,GBP5,HMMR,HSP90AA1,HSP90B1,HSPH1,IFI44L,IGHM,ITM2C,IYD,JAK2,KIF12,KIF14,KIF20B,KIF23,KIF4A,LPL,MANF,MCM4,MCM5,MKI67,NLRC5,NOS2,OAS1,OAS3,PARP9,PCK1,PDK4,PFKFB4,PIM2,POLQ,PRKCB,PRKD1,PRKG2,RAB17,RAN,REG4,SMOC2,TAP1,TAP2,TOP2A,TRPM6,WARS	4.74E-03
BP	GO:0051186	cofactor metabolic process	ACAT1,ACOT7,ACSF2,ADH4,APOA4,BTD,CYBA,GCLM,GGCT,GPX4,HSP90AA1,IDH2,MAOB,PARP9,PRKG2,SHMT1,SLC19A1,SLC46A1,VNN1	4.86E-03
BP	GO:0010565	regulation of cellular ketone metabolic process	APOA4,APOC3,IRS2,MLXIPL,ODC1,PDK4,PPARGC1A,PRKAB2,PSMB8,PSMB9,PSME2,STARD4	4.94E-03
BP	GO:0030301	cholesterol transport	APOA1,APOA4,APOB,APOC3,CD36,GRAMD1B,STARD4	5.04E-03
BP	GO:0032880	regulation of protein localization	AGR2,APOA1,BANK1,BICD1,CARD16,CASP1,CCL5,CCT2,CD36,CDK1,DERL3,DNAJA1,FAM3D,GBP1,HLA-E,HSP90AA1,IDH2,IFI27,IRS2,JAK2,KIF20B,KRT20,LGALS9,LPL,NOS2,OXCT1,PARK2,PARP9,PDZK1,PTPN1,PYCARD,RAN,RSAD2,SLC2A2,UBL5,XBP1	5.06E-03
BP	GO:1901700	response to oxygen-containing compound	ABCC2,AOC1,APOA4,APOB,CARD16,CASP1,CCL5,CCND1,CD36,CDK1,CMPK2,CYBA,EIF4EBP2,GCLM,GPX4,GRAMD1B,H2AFZ,HMGB2,HSP90B1,HSPA5,IGFBP2,IRS2,JAK2,KRT8,LGALS9,LPL,MAOB,MLXIPL,NOS2,OGG1,OXCT1,PARK2,PCK1,PCNA,PDK4,PPARGC1A,PRKCB,PRKD1,PTPN1,PYCARD,SARM1,SHMT1,SLC6A4,STAT1,TFF1,TNIP3,XBP1	5.07E-03
MF	GO:0015248	sterol transporter activity	APOA1,APOA4,APOB,GRAMD1B,STARD4	5.11E-03
MF	GO:0000166	nucleotide binding	ABCA10,ABCC2,ACADM,ACOT7,ACOX1,ACSF2,ADH4,AK1,ATP8B2,BUB1,CCT2,CDK1,CENPE,CERK,CIITA,CMPK2,DDX60,DNAJA1,FBP1,FMO5,GBP1,GBP2,GBP4,GBP5,HSP90AA1,HSP90B1,HSPH1,IDH2,IFI44L,ITM2C,IYD,JAK2,KIF12,KIF14,KIF20B,KIF23,KIF4A,MAOB,MCM4,MCM5,MKI67,NLRC5,NOS2,OAS1,OAS3,PARP9,PCK1,PDK4,PFKFB4,PIM2,POLQ,PRKCB,PRKD1,PRKG2,RAB17,RAN,SORD,TAP1,TAP2,TOP2A,TRPM6,UHRF1,WARS	5.18E-03
MF	GO:1901265	nucleoside phosphate binding	ABCA10,ABCC2,ACADM,ACOT7,ACOX1,ACSF2,ADH4,AK1,ATP8B2,BUB1,CCT2,CDK1,CENPE,CERK,CIITA,CMPK2,DDX60,DNAJA1,FBP1,FMO5,GBP1,GBP2,GBP4,GBP5,HSP90AA1,HSP90B1,HSPH1,IDH2,IFI44L,ITM2C,IYD,JAK2,KIF12,KIF14,KIF20B,KIF23,KIF4A,MAOB,MCM4,MCM5,MKI67,NLRC5,NOS2,OAS1,OAS3,PARP9,PCK1,PDK4,PFKFB4,PIM2,POLQ,PRKCB,PRKD1,PRKG2,RAB17,RAN,SORD,TAP1,TAP2,TOP2A,TRPM6,UHRF1,WARS	5.18E-03
BP	GO:0062012	regulation of small molecule metabolic process	APOA4,APOB,APOC3,ENO1,FBP1,IRS2,MLXIPL,NDC1,ODC1,PARK2,PDK4,PFKFB4,PLEK,PPARGC1A,PRKAB2,PSMB8,PSMB9,PSME2,RAN,STARD4	5.23E-03
BP	GO:0042127	regulation of cell population proliferation	ACE,ASPM,BST1,BST2,CAMK2N1,CCL5,CCND1,CD24,CDC20,CDK1,CYBA,EAF2,EGLN3,ENPP3,FOSL2,FOXM1,HLA-E,HMGB2,IDH2,IFITM1,IGFBP2,IL6R,IRF1,IRS2,JAK2,KIF14,KIF20B,LGALS9,MLXIPL,MXI1,MZB1,NOS2,NRG1,ODC1,PBX1,PIM2,PPARGC1A,PRC1,PRDM1,PRKD1,PYCARD,RARRES3,S100A11,SLC39A10,SLC6A4,STAT1,TFF1,UHRF1,WARS,XBP1	5.75E-03
BP	GO:1901565	organonitrogen compound catabolic process	ACAT1,ACE,ACOT7,ANAPC7,APOB,ASAH2,CDC20,CDK1,CYP3A4,CYP3A5,DERL3,DNAJC10,ENPP2,HGD,HMMR,HSP90AA1,HSP90B1,HSPA5,IFI27,ISG15,KIF14,MAOB,NOS2,OGG1,PARK2,PSMB8,PSMB9,PSME2,SDF2L1,SHMT1,UBD,UHRF1,XBP1	5.91E-03
BP	GO:0060330	regulation of response to interferon-gamma	JAK2,NLRC5,PARP14,PARP9,STAT1	5.91E-03
BP	GO:0060334	regulation of interferon-gamma-mediated signaling pathway	JAK2,NLRC5,PARP14,PARP9,STAT1	5.91E-03
BP	GO:0010646	regulation of cell communication	ABHD6,AGR2,APOA1,APOC3,ARHGAP8,ASAH2,ASPM,BANK1,BICD1,BIRC3,BST1,BST2,CAMK2N1,CARD16,CASP1,CCL5,CD24,CD36,CD3G,CDC20,CDK1,CEP55,CNGA1,CYBA,DCC,DDX60,DEPDC7,DNAJA1,DUSP6,EIF4EBP2,ENO1,FAM13A,FAM3D,FBP1,FOXM1,GBP1,GCLM,GRB10,HMGB2,HRH2,HSP90AA1,HSPA5,IGFBP2,IL32,IL6R,IRF1,IRS2,ITM2C,JAK2,KIF14,KLHL24,LGALS9,MANF,MME,MZB1,NELFE,NLGN4X,NLRC5,NOS2,NRG1,NRG3,OXCT1,PARK2,PARP14,PARP9,PDIA3,PHLPP2,PIM2,PLA2R1,PLEK,PPARGC1A,PRKAB2,PRKCB,PRKD1,PSMB8,PSMB9,PSME2,PTPN1,PYCARD,RHOBTB2,RSAD2,SARM1,SCTR,SLA,SLC2A2,SLC6A4,SMOC2,SSRP1,STAT1,TFF1,TNIP3,UBD,VNN1,XBP1	5.91E-03
BP	GO:0044283	small molecule biosynthetic process	ACAT1,ACOT7,ADI1,ALDOB,ASAH2,CYP2C9,CYP3A4,ENO1,ENPP3,FBP1,G6PC,GATM,GPX4,HMGCS2,LPL,OAT,OGG1,PCK1,PLOD2,PPARGC1A,PRKAB2,SORD,XBP1	5.91E-03
BP	GO:0042493	response to drug	ABCC2,AOC1,APOA1,CCND1,CDK1,CENPF,CYBA,CYP2C9,CYP3A4,DUSP6,FBP1,GCLM,HMGB2,HSP90B1,HSPA5,IGFBP2,LPL,MAOB,NOS2,OGG1,OXCT1,PARK2,PCNA,PDZK1,PLIN2,PPARGC1A,PTGR1,SLC19A1,SLC19A3,SLC46A1,SLC6A4,SORD,SPINK4,STAT1	5.91E-03
BP	GO:0005975	carbohydrate metabolic process	ALDOB,ENO1,FBP1,G6PC,GCNT4,IDH2,IRS2,LCT,LDHB,OAS1,PCK1,PDK4,PFKFB4,PPARGC1A,SI,SLC2A2,SORD,TFF1,TREH,UGT2A3,UGT2B7	5.91E-03
BP	GO:0042398	cellular modified amino acid biosynthetic process	ACADM,GATM,GCLM,GGCT,PLOD2,SHMT1	6.08E-03
BP	GO:0044238	primary metabolic process	ABHD6,ACADM,ACAT1,ACE,ACOT7,ACOX1,ACSF2,ADH4,ADI1,AGMO,AK1,ALDOB,ANAPC7,ANGPTL4,APOA1,APOA4,APOB,APOC3,APOL6,ASAH2,BICD1,BIRC3,BUB1,CARD16,CASP1,CCL5,CCND1,CCNG2,CD36,CDC20,CDK1,CENPF,CERK,CLSPN,CMPK2,CTSE,CYP2C9,CYP3A4,CYP3A5,CYP4F3,DERL3,DLGAP5,DNAJC10,DUSP6,EAF2,EGLN3,EIF4EBP2,ENO1,ENPP2,ENPP3,ERI1,ETV7,F11,FBP1,FGL2,FKBP11,FOXM1,G6PC,GATM,GCLM,GCNT4,GPX4,HACL1,HGD,HMGB2,HMGCS2,HSD17B11,HSP90AA1,HSP90B1,HSPA5,IDH2,IFI27,IGFBP2,IGHA1,IRF1,IRS2,ISG15,ISG20,IYD,JAK2,KIF14,KLHL24,KPNA2,LAP3,LCT,LDHB,LGALS9,LPL,MAF,MCM4,MCM5,MEP1B,MME,MUC2,NDC1,NELFE,NOP56,NOS2,NRG1,OAS1,OAS3,OAT,ODC1,OGG1,PARK2,PARP14,PARP9,PBX1,PCK1,PCNA,PDIA3,PDIA6,PDK4,PFKFB4,PIM2,PLEK,PLOD2,POLQ,PPARGC1A,PRKAB2,PRKCB,PRKD1,PRKG2,PRSS12,PSMB8,PSMB9,PSME2,PTGR1,PTPN1,PYCARD,RAN,RARRES3,SDF2L1,SHMT1,SI,SLC28A1,SLC28A2,SLC2A2,SLC7A6,SNRNP40,SORD,SSRP1,ST6GAL1,STRA13,SULT1B1,SULT2A1,TFF1,THSD4,TMEM258,TNIP3,TOP2A,TREH,TRIM31,TRMT61B,TRPM6,UBD,UBE2L6,UGT2A3,UGT2B7,UHRF1,WARS,XBP1,XRCC4,ZC3H12C	6.23E-03
BP	GO:0071396	cellular response to lipid	ABCC2,APOB,CARD16,CASP1,CCL5,CD36,CMPK2,GRAMD1B,H2AFZ,HMGB2,JAK2,LPL,NOS2,PAQR7,PCK1,PDK4,PPARGC1A,PYCARD,RAN,SLC6A4,TNIP3,XBP1	6.28E-03
BP	GO:0044237	cellular metabolic process	ABCC2,ABHD6,ACADM,ACAT1,ACE,ACOT7,ACOX1,ACSF2,ADH4,ADI1,AGMO,AK1,AKR7L,ALDOB,ANAPC7,AOC1,APOA1,APOA4,APOB,APOC3,ASAH2,BICD1,BIRC3,BTD,BUB1,CCL5,CCND1,CCNG2,CD36,CDC20,CDK1,CENPF,CERK,CIITA,CLSPN,CMPK2,CYBA,CYP2C9,CYP3A4,CYP3A5,CYP4F3,DERL3,DLGAP5,DNAJC10,DUSP6,EAF2,EGLN3,EIF4EBP2,ENO1,ENPP2,ENPP3,EPHX1,ERI1,ETV7,FAM134B,FBP1,FKBP11,FOXM1,G6PC,GATM,GCLM,GCNT4,GGCT,GPX4,HACL1,HGD,HMGB2,HMGCS2,HMMR,HSD17B11,HSP90AA1,HSP90B1,HSPA5,IDH2,IFI27,IGFBP2,IGHA1,IRF1,IRS2,ISG15,ISG20,IYD,JAK2,KIF14,KLHL24,KPNA2,LDHB,LGALS9,LPL,MAF,MAOB,MARC2,MCM4,MCM5,MME,MUC2,NDC1,NELFE,NOP56,NOS2,NRG1,OAS3,OAT,ODC1,OGG1,OXCT1,PARK2,PARP14,PARP9,PCK1,PCNA,PDIA6,PDK4,PFKFB4,PIM2,PLA2R1,PLEK,PLOD2,POLQ,PPARGC1A,PRKAB2,PRKCB,PRKD1,PRKG2,PSMB8,PSMB9,PSME2,PTGR1,PTPN1,RAN,RARRES3,SDF2L1,SFXN3,SHMT1,SLC17A4,SLC19A1,SLC19A3,SLC28A1,SLC28A2,SLC46A1,SLC6A4,SLC7A6,SNRNP40,SORD,SSRP1,ST6GAL1,STRA13,SULT1B1,SULT2A1,TMEM258,TNIP3,TOMM40,TOP2A,TREH,TRIM31,TRMT61B,TRPM6,UBD,UBE2L6,UGT2A3,UGT2B7,UHRF1,VNN1,WARS,XBP1,XRCC4,ZC3H12C	6.28E-03
BP	GO:0050708	regulation of protein secretion	APOA1,BANK1,CARD16,CASP1,CCL5,FAM3D,GBP1,HLA-E,IDH2,IRS2,JAK2,KRT20,LGALS9,LPL,NOS2,OXCT1,PARK2,PYCARD,RSAD2,SLC2A2,XBP1	6.70E-03
BP	GO:0006629	lipid metabolic process	ABHD6,ACADM,ACAT1,ACOT7,ACOX1,ACSF2,ADH4,AGMO,ANGPTL4,APOA1,APOA4,APOB,APOC3,ASAH2,CD36,CERK,CYP2C9,CYP3A4,CYP3A5,CYP4F3,ENPP2,G6PC,GPX4,HACL1,HMGCS2,HSD17B11,LPL,PBX1,PCK1,PLEK,PPARGC1A,PRKAB2,PRKD1,PTGR1,RARRES3,SULT1B1,SULT2A1,UGT2B7,XBP1	7.17E-03
BP	GO:0071322	cellular response to carbohydrate stimulus	CYBA,GCLM,IRS2,MLXIPL,PCK1,PPARGC1A,PRKCB,XBP1	7.17E-03
BP	GO:0019318	hexose metabolic process	ALDOB,ENO1,FBP1,G6PC,IRS2,OAS1,PCK1,PDK4,PFKFB4,PPARGC1A,SORD	7.20E-03
BP	GO:0070508	cholesterol import	APOA1,CD36,STARD4	7.84E-03
BP	GO:0045343	regulation of MHC class I biosynthetic process	CIITA,HSPH1,NLRC5	7.84E-03
BP	GO:0035376	sterol import	APOA1,CD36,STARD4	7.84E-03
BP	GO:0034367	protein-containing complex remodeling	APOA1,APOA4,APOB,APOC3,LPL	7.84E-03
BP	GO:0034369	plasma lipoprotein particle remodeling	APOA1,APOA4,APOB,APOC3,LPL	7.84E-03
BP	GO:0034368	protein-lipid complex remodeling	APOA1,APOA4,APOB,APOC3,LPL	7.84E-03
BP	GO:0001817	regulation of cytokine production	APOA1,BANK1,BIRC3,BST2,CARD16,CASP1,CD24,CD36,CYBA,DDX60,GBP1,GBP5,HLA-E,HMGB2,IL6R,IRF1,ISG15,JAK2,LGALS9,LPL,NLRC5,NOS2,PYCARD,RSAD2,STAT1,UBE2L6,XBP1	8.03E-03
BP	GO:0023051	regulation of signaling	ABHD6,AGR2,APOA1,APOC3,ARHGAP8,ASAH2,ASPM,BANK1,BICD1,BIRC3,BST1,BST2,CAMK2N1,CARD16,CASP1,CCL5,CD24,CD36,CD3G,CDC20,CDK1,CEP55,CNGA1,CYBA,DCC,DDX60,DEPDC7,DNAJA1,DUSP6,EIF4EBP2,ENO1,FAM13A,FAM3D,FBP1,FOXM1,GBP1,GCLM,GRB10,HMGB2,HRH2,HSP90AA1,HSPA5,IGFBP2,IL32,IL6R,IRF1,IRS2,ITM2C,JAK2,KIF14,KLHL24,LGALS9,MANF,MME,MZB1,NELFE,NLGN4X,NLRC5,NOS2,NRG1,NRG3,OXCT1,PARK2,PARP14,PARP9,PDIA3,PHLPP2,PIM2,PLA2R1,PLEK,PPARGC1A,PRKAB2,PRKCB,PRKD1,PSMB8,PSMB9,PSME2,PTPN1,PYCARD,RHOBTB2,RSAD2,SARM1,SCTR,SLA,SLC2A2,SLC6A4,SMOC2,SSRP1,STAT1,TFF1,TNIP3,UBD,VNN1,XBP1	8.06E-03
BP	GO:0016042	lipid catabolic process	ABHD6,ACADM,ACOX1,APOA4,APOB,APOC3,ASAH2,CYP3A4,CYP4F3,ENPP2,HACL1,HSD17B11,LPL,RARRES3,SULT2A1	8.31E-03
BP	GO:0031349	positive regulation of defense response	APOB,BIRC3,CCL5,CD36,CYBA,DDX60,GBP5,HLA-E,HSP90B1,JAK2,LGALS9,LPL,MUC2,NLRC5,PARP9,PSMB8,PSMB9,PSME2,PYCARD,RSAD2,TNIP3	8.38E-03
BP	GO:0098657	import into cell	APOA1,APOB,CD36,DOCK2,HSP90AA1,HSP90B1,HSPH1,IGHA1,IGKC,IGLC1,IGLC2,IGLC3,IGLC7,PARK2,PLA2R1,PYCARD,SLC19A1,SLC38A1,SLC46A1,SLC6A4,STON2	8.38E-03
BP	GO:0044255	cellular lipid metabolic process	ABHD6,ACADM,ACAT1,ACOT7,ACOX1,ACSF2,ADH4,AGMO,APOA1,APOA4,APOB,APOC3,ASAH2,CD36,CERK,CYP2C9,CYP3A4,CYP3A5,CYP4F3,ENPP2,G6PC,GPX4,HACL1,LPL,PCK1,PLEK,PPARGC1A,PRKAB2,PRKD1,PTGR1,RARRES3,XBP1	8.69E-03
BP	GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	ACE,BANK1,CCL5,CD24,CD36,ENPP2,IL6R,JAK2,NRG1,PARP14,PARP9,PTPN1	8.69E-03
BP	GO:0009966	regulation of signal transduction	ABHD6,AGR2,APOA1,APOC3,ARHGAP8,ASAH2,ASPM,BANK1,BICD1,BIRC3,BST1,BST2,CAMK2N1,CARD16,CASP1,CCL5,CD24,CD36,CD3G,CDK1,CEP55,CNGA1,CYBA,DCC,DDX60,DEPDC7,DNAJA1,DUSP6,ENO1,FAM13A,FAM3D,FBP1,FOXM1,GBP1,GCLM,GRB10,HMGB2,HSP90AA1,HSPA5,IGFBP2,IL32,IL6R,IRF1,IRS2,ITM2C,JAK2,KIF14,KLHL24,LGALS9,MANF,MZB1,NELFE,NLGN4X,NLRC5,NRG1,NRG3,PARK2,PARP14,PARP9,PDIA3,PHLPP2,PIM2,PLA2R1,PLEK,PPARGC1A,PRKAB2,PRKCB,PRKD1,PSMB8,PSMB9,PSME2,PTPN1,PYCARD,RHOBTB2,RSAD2,SARM1,SCTR,SLA,SMOC2,SSRP1,STAT1,TFF1,TNIP3,UBD,VNN1,XBP1	8.77E-03
BP	GO:0007584	response to nutrient	APOA1,CCND1,CYBA,GCLM,HSP90B1,IGFBP2,LPL,OGG1,OXCT1,PCNA,SLC6A4,STAT1,XBP1	8.77E-03
BP	GO:0010389	regulation of G2/M transition of mitotic cell cycle	CCND1,CDK1,CENPF,CLSPN,HMMR,HSP90AA1,KIF14,MAPRE1,PBX1,PSMB8,PSMB9,PSME2	9.00E-03
BP	GO:0050706	regulation of interleukin-1 beta secretion	APOA1,CARD16,CASP1,LGALS9,LPL,PYCARD	9.04E-03
BP	GO:0006094	gluconeogenesis	ALDOB,ENO1,FBP1,G6PC,PCK1,PPARGC1A	9.04E-03
BP	GO:0051051	negative regulation of transport	APOA1,APOC3,BANK1,BST2,CARD16,CD36,DERL3,FAM3D,GBP1,GRB10,IDH2,IRS2,LGALS9,MAOB,NRG1,PARK2,PLA2R1,PRKCB,PRKD1,PRKG2,RSAD2	9.04E-03
CC	GO:0044432	endoplasmic reticulum part	AGMO,ANO5,APOA1,APOA4,APOB,ATP8B2,CDK1,CLSTN2,COL25A1,COL4A5,CYBA,CYP2C9,CYP3A4,CYP3A5,CYP4F3,DERL3,DNAJA1,DNAJC10,EPHX1,FAM134B,FMO5,G6PC,GRAMD1B,HLA-E,HSP90B1,HSPA5,IFI27,LRRC59,MANF,MZB1,PDIA3,PDIA4,PDIA6,PLOD2,PTPN1,RSAD2,SDF2L1,TAP1,TAP2,TM4SF20,TMEM258,TXNDC5,UGT2B7	9.15E-03
BP	GO:0002757	immune response-activating signal transduction	APOB,BIRC3,CD36,CD3G,HSP90AA1,HSP90B1,IGHG1,IGHG3,IGHG4,IGKC,IGLC1,IGLC2,IGLC3,IGLC7,LGALS9,MUC2,PRKCB,PSMB8,PSMB9,PSME2,TNIP3	9.26E-03
BP	GO:0006631	fatty acid metabolic process	ACADM,ACOT7,ACOX1,ACSF2,CD36,CYP2C9,CYP3A4,CYP4F3,GPX4,HACL1,LPL,PPARGC1A,PRKAB2,PTGR1,XBP1	9.54E-03
BP	GO:0015711	organic anion transport	ABCC2,ACE,APOA1,APOA4,APOC3,CD36,G6PC,NOS2,PLIN2,PRKAB2,SFXN3,SLC13A2,SLC19A1,SLC2A2,SLC38A1,SLC46A1,SLC4A7,SLC5A12,SLC7A6	9.71E-03
BP	GO:0002764	immune response-regulating signaling pathway	APOB,BIRC3,CD24,CD36,CD3G,HSP90AA1,HSP90B1,IGHG1,IGHG3,IGHG4,IGKC,IGLC1,IGLC2,IGLC3,IGLC7,LGALS9,MUC2,PRKCB,PSMB8,PSMB9,PSME2,TNIP3	9.87E-03
BP	GO:0015918	sterol transport	APOA1,APOA4,APOB,APOC3,CD36,GRAMD1B,STARD4	1.03E-02
MF	GO:0070325	lipoprotein particle receptor binding	APOA1,APOB,APOC3,DNAJA1,HSP90B1	1.04E-02
